run,iterations,city,ants,Initialize Datastructures and Skeletons,Read Data and Copy to Device,Calculate Distance,Calculate Iroulette,Average of Route Kernel,Average of update delta phero,Average of  minKernel,Average of  update phero and best_route,total time,
5,15,5,1024,0.00507,0.00143,0.00005,0.01178,0.04475,0.00086,0.00003,0.00016,0.88069, 
6,15,5,1024,0.00459,0.00133,0.00005,0.01178,0.04477,0.00086,0.00003,0.00016,0.83311, 
7,15,5,1024,0.00493,0.00135,0.00004,0.01180,0.04474,0.00086,0.00003,0.00016,0.87327, 
8,15,5,1024,0.00465,0.00132,0.00005,0.01178,0.04470,0.00086,0.00003,0.00016,0.83621, 
9,15,5,1024,0.00489,0.00136,0.00005,0.01178,0.04483,0.00086,0.00003,0.00016,0.87540, 
10,15,5,1024,0.00492,0.00134,0.00004,0.01179,0.04471,0.00086,0.00003,0.00016,0.83891, 
11,15,5,1024,0.00479,0.00137,0.00004,0.01179,0.04491,0.00086,0.00003,0.00016,0.84562, 
12,15,5,1024,0.00471,0.00133,0.00004,0.01179,0.04486,0.00086,0.00003,0.00016,0.83605, 
13,15,5,1024,0.00465,0.00136,0.00005,0.01178,0.04619,0.00086,0.00003,0.00016,0.86963, 
14,15,5,1024,0.00468,0.00136,0.00005,0.01178,0.04483,0.00086,0.00003,0.00016,0.83469, 
15,15,5,1024,0.00422,0.00132,0.00004,0.01178,0.04482,0.00086,0.00003,0.00016,0.83654, 
16,15,5,1024,0.00428,0.00132,0.00005,0.01178,0.04483,0.00086,0.00003,0.00016,0.83478, 
17,15,5,1024,0.00485,0.00139,0.00005,0.01179,0.04488,0.00086,0.00003,0.00017,0.87130, 
18,15,5,1024,0.00454,0.00132,0.00006,0.01177,0.04484,0.00086,0.00003,0.00016,0.83025, 
19,15,5,1024,0.00495,0.00136,0.00004,0.01178,0.04476,0.00086,0.00003,0.00016,0.84285, 
20,15,5,1024,0.00466,0.00132,0.00004,0.01178,0.04474,0.00086,0.00003,0.00016,0.83314, 
21,15,5,1024,0.00470,0.00134,0.00004,0.01178,0.04480,0.00086,0.00003,0.00016,0.83449, 
22,15,5,1024,0.00463,0.00133,0.00004,0.01176,0.04480,0.00086,0.00003,0.00016,0.83387, 
23,15,5,1024,0.00463,0.00135,0.00005,0.01177,0.04483,0.00086,0.00003,0.00016,0.83959, 
24,15,5,1024,0.00424,0.00131,0.00004,0.01178,0.04479,0.00086,0.00003,0.00016,0.83708, 
25,15,5,1024,0.00469,0.00132,0.00004,0.01177,0.04485,0.00086,0.00003,0.00016,0.83429, 
26,15,5,1024,0.00469,0.00139,0.00006,0.01178,0.04484,0.00086,0.00003,0.00016,0.84014, 
27,15,5,1024,0.00487,0.00137,0.00004,0.01177,0.04475,0.00086,0.00003,0.00016,0.87167, 
28,15,5,1024,0.00467,0.00134,0.00005,0.01177,0.04487,0.00086,0.00003,0.00016,0.83414, 
29,15,5,1024,0.00472,0.00132,0.00005,0.01177,0.04485,0.00086,0.00003,0.00016,0.83629, 
30,15,5,1024,0.00465,0.00134,0.00005,0.01178,0.04486,0.00086,0.00003,0.00016,0.83946, 
1,15,5,2048,0.00761,0.00137,0.00005,0.01178,0.04511,0.00087,0.00004,0.00016,0.86192, 
2,15,5,2048,0.00860,0.00144,0.00005,0.01478,0.04817,0.00091,0.00004,0.00017,0.94165, 
3,15,5,2048,0.03305,0.00142,0.00005,0.01178,0.04488,0.00087,0.00004,0.00016,0.86947, 
4,15,5,2048,0.00765,0.00133,0.00005,0.01178,0.04502,0.00086,0.00004,0.00016,0.84596, 
5,15,5,2048,0.01251,0.00144,0.00005,0.01178,0.04524,0.00087,0.00004,0.00016,0.88603, 
6,15,5,2048,0.00772,0.00138,0.00006,0.01178,0.04515,0.00087,0.00004,0.00016,0.84228, 
7,15,5,2048,0.00748,0.00137,0.00005,0.01179,0.04525,0.00087,0.00004,0.00016,0.88175, 
8,15,5,2048,0.00764,0.00134,0.00005,0.01178,0.04489,0.00087,0.00004,0.00016,0.84002, 
9,15,5,2048,0.00808,0.00137,0.00007,0.01179,0.04523,0.00087,0.00004,0.00016,0.88310, 
10,15,5,2048,0.00771,0.00134,0.00005,0.01178,0.04497,0.00087,0.00004,0.00016,0.84498, 
11,15,5,2048,0.00764,0.00137,0.00006,0.01178,0.04672,0.00087,0.00004,0.00016,0.91082, 
12,15,5,2048,0.00729,0.00135,0.00005,0.01178,0.04485,0.00087,0.00004,0.00016,0.84441, 
13,15,5,2048,0.00743,0.00134,0.00005,0.01178,0.04683,0.00087,0.00004,0.00016,0.90521, 
14,15,5,2048,0.00767,0.00132,0.00005,0.01177,0.04509,0.00086,0.00004,0.00016,0.84459, 
15,15,5,2048,0.00835,0.00138,0.00007,0.01178,0.04523,0.00087,0.00004,0.00016,0.88498, 
16,15,5,2048,0.00767,0.00134,0.00005,0.01177,0.04524,0.00087,0.00004,0.00016,0.85118, 
17,15,5,2048,0.00809,0.00137,0.00004,0.01178,0.04489,0.00087,0.00004,0.00016,0.91291, 
18,15,5,2048,0.00772,0.00134,0.00005,0.01178,0.04513,0.00087,0.00004,0.00016,0.84260, 
19,15,5,2048,0.00750,0.00134,0.00004,0.01178,0.04530,0.00087,0.00004,0.00016,0.84634, 
20,15,5,2048,0.00769,0.00133,0.00005,0.01178,0.04528,0.00087,0.00004,0.00016,0.84999, 
21,15,5,2048,0.00771,0.00135,0.00004,0.01178,0.04525,0.00087,0.00004,0.00016,0.85197, 
22,15,5,2048,0.00780,0.00133,0.00005,0.01178,0.04518,0.00087,0.00004,0.00016,0.84303, 
23,15,5,2048,0.00786,0.00134,0.00005,0.01177,0.04528,0.00086,0.00004,0.00016,0.85240, 
24,15,5,2048,0.00777,0.00133,0.00005,0.01178,0.04524,0.00086,0.00004,0.00016,0.84855, 
25,15,5,2048,0.00769,0.00134,0.00005,0.01177,0.04514,0.00086,0.00004,0.00016,0.84587, 
26,15,5,2048,0.00773,0.00136,0.00005,0.01178,0.04528,0.00087,0.00004,0.00016,0.84794, 
27,15,5,2048,0.00813,0.00142,0.00005,0.01178,0.04521,0.00087,0.00004,0.00016,0.84711, 
28,15,5,2048,0.00736,0.00133,0.00004,0.01178,0.04522,0.00087,0.00004,0.00016,0.84415, 
29,15,5,2048,0.00746,0.00133,0.00005,0.01178,0.04513,0.00087,0.00004,0.00016,0.85148, 
30,15,5,2048,0.00744,0.00133,0.00007,0.01178,0.04513,0.00087,0.00004,0.00016,0.85958, 
1,15,5,4096,0.01204,0.00133,0.00004,0.01177,0.05394,0.00089,0.00004,0.00017,0.98599, 
2,15,5,4096,0.01123,0.00137,0.00004,0.01178,0.05470,0.00088,0.00004,0.00017,0.99294, 
3,15,5,4096,0.01166,0.00136,0.00005,0.01177,0.05397,0.00088,0.00004,0.00016,1.00201, 
4,15,5,4096,0.01262,0.00142,0.00005,0.01178,0.05415,0.00089,0.00005,0.00017,1.03041, 
5,15,5,4096,0.01204,0.00137,0.00005,0.01178,0.05390,0.00089,0.00005,0.00017,0.98740, 
6,15,5,4096,0.01201,0.00137,0.00004,0.01178,0.05411,0.00088,0.00004,0.00016,0.98563, 
7,15,5,4096,0.01204,0.00136,0.00005,0.01178,0.05410,0.00089,0.00004,0.00017,0.98105, 
8,15,5,4096,0.01202,0.00137,0.00005,0.01178,0.05402,0.00089,0.00004,0.00017,0.98675, 
9,15,5,4096,0.01243,0.00142,0.00005,0.01177,0.05520,0.00089,0.00005,0.00017,1.01354, 
10,15,5,4096,0.01199,0.00137,0.00006,0.01178,0.05412,0.00088,0.00004,0.00017,0.98655, 
11,15,5,4096,0.01263,0.00149,0.00004,0.01177,0.05377,0.00089,0.00005,0.00017,1.01449, 
12,15,5,4096,0.01165,0.00136,0.00005,0.01177,0.05379,0.00088,0.00004,0.00016,0.97820, 
13,15,5,4096,0.01261,0.00138,0.00006,0.01177,0.05390,0.00088,0.00004,0.00016,0.99201, 
14,15,5,4096,0.01276,0.00138,0.00005,0.01177,0.05396,0.00089,0.00004,0.00017,1.00970, 
15,15,5,4096,0.01203,0.00135,0.00005,0.01178,0.05380,0.00089,0.00004,0.00016,0.98458, 
16,15,5,4096,0.01212,0.00149,0.00004,0.01178,0.05397,0.00089,0.00005,0.00017,1.02439, 
17,15,5,4096,0.01161,0.00138,0.00005,0.01178,0.05389,0.00089,0.00004,0.00017,0.98507, 
18,15,5,4096,0.01164,0.00136,0.00005,0.01177,0.05397,0.00088,0.00004,0.00016,0.98507, 
19,15,5,4096,0.01172,0.00141,0.00005,0.01177,0.05386,0.00088,0.00004,0.00017,0.98445, 
20,15,5,4096,0.01198,0.00135,0.00005,0.01178,0.05415,0.00089,0.00004,0.00017,0.98775, 
21,15,5,4096,0.01203,0.00140,0.00005,0.01177,0.05528,0.00089,0.00005,0.00017,1.01372, 
22,15,5,4096,0.01202,0.00137,0.00005,0.01178,0.05400,0.00088,0.00004,0.00016,0.98725, 
23,15,5,4096,0.01292,0.00140,0.00006,0.01179,0.05385,0.00089,0.00005,0.00017,1.02745, 
24,15,5,4096,0.01203,0.00134,0.00005,0.01178,0.05392,0.00089,0.00004,0.00017,0.97922, 
25,15,5,4096,0.01200,0.00138,0.00004,0.01177,0.05402,0.00089,0.00004,0.00016,0.98096, 
26,15,5,4096,0.01275,0.00138,0.00005,0.01177,0.05388,0.00089,0.00005,0.00017,1.01822, 
27,15,5,4096,0.01203,0.00139,0.00005,0.01178,0.05398,0.00089,0.00004,0.00017,0.98648, 
28,15,5,4096,0.01119,0.00140,0.00005,0.01584,0.05916,0.00094,0.00004,0.00018,1.07694, 
29,15,5,4096,0.01205,0.00150,0.00006,0.01178,0.05378,0.00089,0.00005,0.00017,1.02330, 
30,15,5,4096,0.01234,0.00142,0.00005,0.01177,0.05402,0.00089,0.00005,0.00017,1.05341, 
1,15,5,8192,0.02120,0.00146,0.00005,0.01179,0.10687,0.00096,0.00004,0.00017,1.78726, 
2,15,5,8192,0.02090,0.00153,0.00005,0.01180,0.10684,0.00096,0.00004,0.00017,1.79458, 
3,15,5,8192,0.02128,0.00145,0.00005,0.01180,0.10677,0.00096,0.00004,0.00017,1.79262, 
4,15,5,8192,0.02154,0.00149,0.00005,0.01179,0.10682,0.00096,0.00004,0.00017,1.79468, 
5,15,5,8192,0.02124,0.00143,0.00005,0.01180,0.10676,0.00096,0.00004,0.00017,1.79194, 
7,15,5,8192,0.02165,0.00155,0.00005,0.01179,0.10680,0.00096,0.00004,0.00017,1.83008, 
8,15,5,8192,0.02138,0.00151,0.00005,0.01179,0.10782,0.00096,0.00005,0.00017,1.85334, 
9,15,5,8192,0.04579,0.00154,0.00005,0.01179,0.10684,0.00096,0.00005,0.00017,1.83867, 
10,15,5,8192,0.02169,0.00158,0.00005,0.01180,0.10756,0.00096,0.00005,0.00017,1.85156, 
11,15,5,8192,0.02188,0.00149,0.00005,0.01180,0.10751,0.00096,0.00005,0.00017,1.83735, 
12,15,5,8192,0.02224,0.00149,0.00005,0.01180,0.10738,0.00096,0.00005,0.00017,1.83808, 
13,15,5,8192,0.02243,0.00149,0.00005,0.01181,0.10683,0.00096,0.00005,0.00017,1.85758, 
14,15,5,8192,0.02192,0.00152,0.00005,0.01180,0.10751,0.00096,0.00004,0.00017,1.83594, 
15,15,5,8192,0.02186,0.00155,0.00006,0.01180,0.10680,0.00096,0.00005,0.00017,1.84212, 
16,15,5,8192,0.02244,0.00149,0.00005,0.01180,0.10680,0.00096,0.00005,0.00017,1.85763, 
17,15,5,8192,0.02237,0.00152,0.00005,0.01180,0.10665,0.00096,0.00005,0.00017,1.82977, 
18,15,5,8192,0.02230,0.00162,0.00007,0.01180,0.10682,0.00096,0.00005,0.00017,1.83083, 
19,15,5,8192,0.02135,0.00152,0.00005,0.01181,0.10769,0.00096,0.00004,0.00017,1.81035, 
20,15,5,8192,0.02195,0.00159,0.00005,0.01181,0.10690,0.00096,0.00005,0.00017,1.83562, 
21,15,5,8192,0.02238,0.00155,0.00007,0.01181,0.10672,0.00096,0.00005,0.00017,1.83037, 
22,15,5,8192,0.02191,0.00151,0.00005,0.01181,0.10682,0.00096,0.00005,0.00017,1.83476, 
23,15,5,8192,0.02154,0.00145,0.00005,0.01180,0.10675,0.00096,0.00004,0.00017,1.78950, 
24,15,5,8192,0.04333,0.00157,0.00005,0.01180,0.10678,0.00096,0.00005,0.00017,1.82698, 
25,15,5,8192,0.04301,0.00153,0.00005,0.01180,0.10668,0.00096,0.00005,0.00017,1.83000, 
26,15,5,8192,0.02244,0.00152,0.00005,0.01181,0.10699,0.00096,0.00005,0.00017,1.85995, 
27,15,5,8192,0.02199,0.00159,0.00005,0.01180,0.10724,0.00097,0.00005,0.00017,1.83924, 
28,15,5,8192,0.02217,0.00154,0.00007,0.01188,0.10749,0.00097,0.00005,0.00017,1.84272, 
29,15,5,8192,0.02139,0.00144,0.00005,0.01188,0.10744,0.00097,0.00004,0.00017,1.80032, 
30,15,5,8192,0.02226,0.00154,0.00006,0.01189,0.10751,0.00097,0.00004,0.00017,1.82651, 
1,15,6,1024,0.06675,0.05324,0.00019,0.49461,3.14562,0.00711,0.00008,0.00521,48.28652, 
2,15,6,1024,0.06355,0.05011,0.00015,0.46614,3.13116,0.00707,0.00008,0.00518,47.97319, 
3,15,6,1024,0.06353,0.05006,0.00015,0.46625,3.11459,0.00706,0.00008,0.00518,47.72492, 
4,15,6,1024,0.06342,0.05054,0.00015,0.46563,3.12140,0.00706,0.00008,0.00518,47.82030, 
5,15,6,1024,0.06351,0.05038,0.00015,0.46577,3.11995,0.00707,0.00010,0.00518,47.81470, 
6,15,6,1024,0.06320,0.05039,0.00015,0.46613,3.12505,0.00706,0.00009,0.00518,47.87692, 
7,15,6,1024,0.06343,0.05100,0.00015,0.46602,3.14018,0.00706,0.00008,0.00518,48.11052, 
8,15,6,1024,0.06678,0.05338,0.00016,0.46616,3.13116,0.00706,0.00008,0.00518,48.04753, 
9,15,6,1024,0.06328,0.05082,0.00015,0.46605,3.11506,0.00706,0.00006,0.00517,47.72708, 
10,15,6,1024,0.06462,0.05017,0.00015,0.46616,3.11954,0.00706,0.00008,0.00518,47.83664, 
11,15,6,1024,0.06363,0.05168,0.00015,0.46598,3.13258,0.00706,0.00008,0.00518,47.99566, 
12,15,6,1024,0.06430,0.05045,0.00015,0.46635,3.12047,0.00706,0.00008,0.00518,47.84691, 
13,15,6,1024,0.06354,0.05055,0.00015,0.46600,3.12147,0.00706,0.00007,0.00517,47.82195, 
14,15,6,1024,0.06424,0.05047,0.00015,0.46583,3.12362,0.00707,0.00012,0.00518,47.93103, 
15,15,6,1024,0.06355,0.05137,0.00015,0.46531,3.13390,0.00706,0.00008,0.00518,48.01398, 
16,15,6,1024,0.06368,0.05042,0.00015,0.46541,3.13312,0.00708,0.00015,0.00518,48.00119, 
17,15,6,1024,0.06322,0.05232,0.00015,0.46509,3.12080,0.00706,0.00008,0.00518,47.81322, 
18,15,6,1024,0.06348,0.05004,0.00015,0.46519,3.13599,0.00706,0.00008,0.00518,48.03933, 
19,15,6,1024,0.06346,0.05036,0.00015,0.46528,3.12770,0.00706,0.00008,0.00518,47.91563, 
20,15,6,1024,0.06323,0.05053,0.00015,0.46641,3.12682,0.00706,0.00008,0.00518,47.90551, 
21,15,6,1024,0.06533,0.05837,0.00016,0.46513,3.11629,0.00707,0.00012,0.00519,47.75741, 
22,15,6,1024,0.06367,0.05011,0.00015,0.46541,3.12807,0.00706,0.00008,0.00518,47.92997, 
23,15,6,1024,0.06376,0.05337,0.00015,0.46514,3.13197,0.00706,0.00008,0.00518,47.99153, 
24,15,6,1024,0.08353,0.04983,0.00015,0.46535,3.11784,0.00706,0.00008,0.00518,47.82845, 
25,15,6,1024,0.09975,0.05350,0.00015,0.46500,3.12604,0.00706,0.00009,0.00518,47.97663, 
26,15,6,1024,0.06735,0.05099,0.00015,0.46498,3.12486,0.00706,0.00008,0.00518,47.94982, 
27,15,6,1024,0.06807,0.05079,0.00015,0.46521,3.13725,0.00706,0.00008,0.00518,48.13443, 
28,15,6,1024,0.06347,0.05058,0.00015,0.46624,3.13086,0.00706,0.00008,0.00518,47.99803, 
29,15,6,1024,0.06372,0.05056,0.00015,0.46632,3.12556,0.00706,0.00008,0.00518,47.88311, 
30,15,6,1024,0.06340,0.05002,0.00015,0.46521,3.11780,0.00706,0.00008,0.00518,47.77142, 
1,15,6,2048,0.07858,0.05013,0.00015,0.46622,3.38967,0.00714,0.00008,0.00519,51.86503, 
2,15,6,2048,0.07833,0.05074,0.00015,0.46495,3.39288,0.00713,0.00009,0.00518,51.91833, 
3,15,6,2048,0.07857,0.05120,0.00016,0.46509,3.38982,0.00715,0.00013,0.00519,51.87547, 
4,15,6,2048,0.07901,0.05015,0.00015,0.46501,3.39499,0.00714,0.00009,0.00519,51.94608, 
5,15,6,2048,0.09192,0.05027,0.00015,0.46505,3.38839,0.00714,0.00009,0.00518,51.85983, 
6,15,6,2048,0.09872,0.05352,0.00015,0.46501,3.39722,0.00715,0.00014,0.00518,52.01070, 
7,15,6,2048,0.10165,0.05353,0.00017,0.46494,3.39513,0.00713,0.00008,0.00518,52.03090, 
8,15,6,2048,0.07885,0.05083,0.00015,0.46522,3.39667,0.00713,0.00007,0.00518,52.01241, 
9,15,6,2048,0.07867,0.05055,0.00015,0.46496,3.38698,0.00714,0.00008,0.00518,51.83045, 
10,15,6,2048,0.07901,0.05424,0.00015,0.46505,3.38109,0.00713,0.00008,0.00518,51.74501, 
11,15,6,2048,0.07877,0.05067,0.00016,0.46511,3.38712,0.00715,0.00014,0.00518,51.83546, 
12,15,6,2048,0.07854,0.04990,0.00015,0.46496,3.38873,0.00713,0.00009,0.00519,51.85292, 
13,15,6,2048,0.07874,0.05110,0.00015,0.46502,3.38881,0.00713,0.00008,0.00518,51.85665, 
14,15,6,2048,0.08044,0.05138,0.00015,0.46502,3.38835,0.00713,0.00008,0.00518,51.85112, 
15,15,6,2048,0.07873,0.04998,0.00015,0.46495,3.39014,0.00713,0.00008,0.00518,51.87411, 
16,15,6,2048,0.07837,0.05000,0.00019,0.48962,3.39618,0.00714,0.00008,0.00518,51.99517, 
17,15,6,2048,0.07835,0.05000,0.00015,0.46501,3.40600,0.00714,0.00009,0.00518,52.14315, 
18,15,6,2048,0.07849,0.05244,0.00015,0.46506,3.37806,0.00713,0.00006,0.00518,51.69610, 
19,15,6,2048,0.07847,0.05050,0.00015,0.46514,3.38829,0.00714,0.00010,0.00518,51.85244, 
20,15,6,2048,0.07878,0.05044,0.00015,0.46506,3.38900,0.00714,0.00009,0.00518,51.86162, 
21,15,6,2048,0.07840,0.05020,0.00015,0.46491,3.38312,0.00714,0.00008,0.00519,51.76962, 
22,15,6,2048,0.07861,0.05213,0.00015,0.46504,3.39888,0.00714,0.00010,0.00518,52.00608, 
23,15,6,2048,0.07854,0.05015,0.00015,0.46503,3.39042,0.00714,0.00009,0.00518,51.87859, 
24,15,6,2048,0.07894,0.05019,0.00015,0.46498,3.39181,0.00714,0.00009,0.00518,51.89944, 
25,15,6,2048,0.08198,0.05153,0.00015,0.46501,3.38788,0.00715,0.00013,0.00519,51.88023, 
26,15,6,2048,0.11004,0.05433,0.00015,0.46504,3.38550,0.00713,0.00008,0.00518,51.85164, 
27,15,6,2048,0.10796,0.05164,0.00015,0.46495,3.39429,0.00713,0.00009,0.00519,52.02690, 
28,15,6,2048,0.07923,0.05029,0.00015,0.46508,3.39118,0.00714,0.00008,0.00518,51.92534, 
29,15,6,2048,0.07878,0.05105,0.00015,0.46512,3.38939,0.00713,0.00008,0.00518,51.86340, 
30,15,6,2048,0.07834,0.05111,0.00016,0.46494,3.39397,0.00714,0.00008,0.00518,51.93604, 
1,15,6,4096,0.11086,0.05158,0.00015,0.46461,6.05546,0.00723,0.00007,0.00522,91.89694, 
2,15,6,4096,0.14142,0.05320,0.00017,0.46842,6.07786,0.00728,0.00016,0.00524,92.27609, 
3,15,6,4096,0.10972,0.05024,0.00015,0.47208,6.08490,0.00729,0.00009,0.00527,92.34234, 
4,15,6,4096,0.11006,0.05017,0.00019,0.52880,6.07680,0.00728,0.00008,0.00527,92.28453, 
5,15,6,4096,0.10974,0.05128,0.00015,0.47211,6.07258,0.00729,0.00007,0.00527,92.16031, 
6,15,6,4096,0.11038,0.05022,0.00015,0.47217,6.07798,0.00729,0.00009,0.00527,92.24029, 
7,15,6,4096,0.11209,0.06458,0.00017,0.47192,6.07873,0.00731,0.00016,0.00527,92.29692, 
8,15,6,4096,0.10995,0.05051,0.00015,0.47203,6.08122,0.00730,0.00013,0.00527,92.33123, 
9,15,6,4096,0.13278,0.05436,0.00020,0.51155,6.07907,0.00728,0.00009,0.00527,92.36488, 
10,15,6,4096,0.10997,0.05045,0.00015,0.47204,6.07949,0.00729,0.00010,0.00527,92.26767, 
11,15,6,4096,0.10916,0.05001,0.00015,0.47213,6.08008,0.00730,0.00012,0.00527,92.27198, 
12,15,6,4096,0.10934,0.05074,0.00015,0.47207,6.07472,0.00731,0.00015,0.00527,92.20019, 
13,15,6,4096,0.14399,0.05237,0.00015,0.47186,6.08656,0.00729,0.00009,0.00527,92.44801, 
14,15,6,4096,0.11018,0.05052,0.00015,0.47216,6.08886,0.00729,0.00009,0.00527,92.41180, 
15,15,6,4096,0.11012,0.05186,0.00015,0.47204,6.07236,0.00729,0.00009,0.00527,92.15601, 
16,15,6,4096,0.13581,0.06294,0.00019,0.47192,6.08413,0.00730,0.00018,0.00527,92.39045, 
17,15,6,4096,0.10982,0.05020,0.00015,0.47213,6.07187,0.00729,0.00009,0.00527,92.17598, 
18,15,6,4096,0.10998,0.05070,0.00015,0.47196,6.07820,0.00729,0.00010,0.00527,92.25099, 
19,15,6,4096,0.10963,0.05074,0.00016,0.47214,6.07356,0.00729,0.00009,0.00527,92.17413, 
20,15,6,4096,0.12248,0.05489,0.00015,0.47201,6.08627,0.00731,0.00015,0.00528,92.41527, 
21,15,6,4096,0.10952,0.05029,0.00015,0.47211,6.08137,0.00729,0.00009,0.00527,92.32293, 
22,15,6,4096,0.10975,0.05105,0.00015,0.47201,6.09001,0.00729,0.00009,0.00527,92.42113, 
23,15,6,4096,0.11014,0.05094,0.00015,0.47215,6.07773,0.00729,0.00010,0.00528,92.24612, 
24,15,6,4096,0.13889,0.05073,0.00015,0.47191,6.06724,0.00729,0.00009,0.00527,92.14901, 
25,15,6,4096,0.10989,0.05108,0.00016,0.47212,6.07763,0.00728,0.00009,0.00527,92.23868, 
26,15,6,4096,0.10929,0.05082,0.00015,0.47212,6.07868,0.00729,0.00009,0.00527,92.25706, 
27,15,6,4096,0.10996,0.05012,0.00016,0.47211,6.08011,0.00729,0.00009,0.00527,92.27523, 
28,15,6,4096,0.11473,0.06422,0.00020,0.53102,6.07474,0.00731,0.00019,0.00527,92.31804, 
29,15,6,4096,0.11211,0.05079,0.00015,0.47206,6.08100,0.00729,0.00010,0.00527,92.35970, 
30,15,6,4096,0.10963,0.05008,0.00015,0.47214,6.07756,0.00729,0.00009,0.00528,92.23148, 
1,15,6,8192,0.17096,0.05048,0.00015,0.47268,13.08665,0.00738,0.00021,0.00528,197.44699, 
2,15,6,8192,0.17171,0.05040,0.00015,0.47281,13.08029,0.00736,0.00012,0.00527,197.38594, 
3,15,6,8192,0.17093,0.05087,0.00015,0.47276,13.08723,0.00735,0.00009,0.00527,197.45505, 
4,15,6,8192,0.19512,0.05153,0.00016,0.47275,13.08760,0.00736,0.00009,0.00527,197.50266, 
5,15,6,8192,0.17136,0.05013,0.00015,0.47269,13.08677,0.00735,0.00011,0.00527,197.45245, 
6,15,6,8192,0.17128,0.05006,0.00015,0.47289,13.08179,0.00735,0.00011,0.00527,197.37633, 
7,15,6,8192,0.17138,0.05030,0.00015,0.47287,13.08300,0.00735,0.00010,0.00527,197.39132, 
8,15,6,8192,0.17146,0.05040,0.00015,0.47281,13.07914,0.00735,0.00009,0.00527,197.33214, 
9,15,6,8192,0.19964,0.05003,0.00017,0.47265,13.07964,0.00735,0.00010,0.00527,197.40348, 
10,15,6,8192,0.17156,0.05037,0.00015,0.47272,13.07886,0.00735,0.00010,0.00527,197.33289, 
11,15,6,8192,0.17089,0.05013,0.00015,0.47286,13.09607,0.00735,0.00010,0.00527,197.58857, 
12,15,6,8192,0.17059,0.05029,0.00015,0.47288,13.09615,0.00734,0.00007,0.00527,197.59055, 
13,15,6,8192,0.17068,0.05067,0.00015,0.47288,13.08393,0.00735,0.00011,0.00527,197.41696, 
14,15,6,8192,0.17114,0.05002,0.00015,0.47259,13.08250,0.00737,0.00018,0.00528,197.42321, 
15,15,6,8192,0.18021,0.05315,0.00015,0.47280,13.07756,0.00735,0.00010,0.00527,197.35258, 
16,15,6,8192,0.16633,0.05738,0.00016,0.47287,13.07005,0.00737,0.00016,0.00527,197.22104, 
17,15,6,8192,0.17254,0.05081,0.00015,0.47275,13.08150,0.00735,0.00011,0.00527,197.39561, 
18,15,6,8192,0.17120,0.05037,0.00015,0.47458,13.09630,0.00734,0.00010,0.00527,197.62169, 
19,15,6,8192,0.17126,0.05008,0.00015,0.47273,13.07520,0.00735,0.00010,0.00527,197.31725, 
20,15,6,8192,0.16835,0.05190,0.00016,0.47283,13.09118,0.00737,0.00014,0.00528,197.52024, 
21,15,6,8192,0.17205,0.05006,0.00015,0.47275,13.09095,0.00734,0.00007,0.00527,197.50596, 
22,15,6,8192,0.17689,0.06241,0.00017,0.47276,13.08696,0.00738,0.00017,0.00528,197.47275, 
23,15,6,8192,0.17121,0.05058,0.00016,0.47290,13.08261,0.00738,0.00019,0.00527,197.41352, 
24,15,6,8192,0.17091,0.05014,0.00015,0.47276,13.07869,0.00735,0.00008,0.00527,197.35817, 
25,15,6,8192,0.19000,0.05183,0.00016,0.47283,13.08221,0.00737,0.00010,0.00527,197.43202, 
26,15,6,8192,0.17051,0.05060,0.00016,0.47289,13.08774,0.00737,0.00016,0.00527,197.46791, 
27,15,6,8192,0.17125,0.05050,0.00015,0.47277,13.07989,0.00735,0.00013,0.00528,197.37579, 
28,15,6,8192,0.17115,0.05057,0.00015,0.47272,13.08555,0.00738,0.00019,0.00527,197.42907, 
29,15,6,8192,0.17032,0.05029,0.00015,0.47281,13.07668,0.00735,0.00009,0.00527,197.29313, 
30,15,6,8192,0.17082,0.05038,0.00015,0.47277,13.06177,0.00735,0.00011,0.00527,197.15309, 
1,15,7,1024,0.00904,0.02276,0.00005,0.03059,0.12769,0.00154,0.00004,0.00040,2.14571, 
2,15,7,1024,0.00850,0.00270,0.00005,0.03059,0.12831,0.00154,0.00005,0.00040,2.14275, 
3,15,7,1024,0.00926,0.00275,0.00005,0.03059,0.12813,0.00154,0.00004,0.00040,2.17400, 
4,15,7,1024,0.00877,0.00272,0.00005,0.03059,0.12768,0.00154,0.00004,0.00040,2.13128, 
5,15,7,1024,0.01066,0.00309,0.00005,0.03060,0.12786,0.00154,0.00004,0.00040,2.16954, 
6,15,7,1024,0.00964,0.00285,0.00005,0.03059,0.12800,0.00154,0.00004,0.00040,2.19632, 
7,15,7,1024,0.00849,0.00271,0.00005,0.03059,0.12780,0.00154,0.00004,0.00040,2.12513, 
8,15,7,1024,0.00868,0.00273,0.00005,0.03035,0.12636,0.00153,0.00004,0.00040,2.15642, 
9,15,7,1024,0.00914,0.00280,0.00005,0.03033,0.12720,0.00153,0.00004,0.00040,2.12101, 
10,15,7,1024,0.00904,0.00286,0.00005,0.03032,0.12681,0.00153,0.00004,0.00040,2.12070, 
11,15,7,1024,0.00848,0.00269,0.00005,0.03033,0.12731,0.00153,0.00004,0.00040,2.12221, 
12,15,7,1024,0.00906,0.00282,0.00005,0.03033,0.12699,0.00153,0.00004,0.00040,2.15277, 
13,15,7,1024,0.00910,0.00286,0.00006,0.03033,0.12707,0.00153,0.00004,0.00040,2.16116, 
