run,iterations,city,ants,Initialize Datastructures and Skeletons,Read Data and Copy to Device,Calculate Distance,Calculate Iroulette,Average of Route Kernel,Average of update delta phero,Average of  minKernel,Average of  update phero and best_route,total time,
22,15,10,1024,0.06779,0.03039,0.00011,0.34497,1.65982,0.00525,0.00006,0.00391,25.72721, 
23,15,10,1024,0.04826,0.03191,0.00012,0.34494,1.66953,0.00525,0.00006,0.00391,25.83991, 
24,15,10,1024,0.04440,0.03225,0.00011,0.34398,1.65993,0.00525,0.00007,0.00391,25.70117, 
25,15,10,1024,0.04232,0.02950,0.00011,0.34401,1.66801,0.00525,0.00007,0.00391,25.78888, 
26,15,10,1024,0.04258,0.02981,0.00011,0.34408,1.66873,0.00525,0.00008,0.00391,25.79089, 
27,15,10,1024,0.04255,0.02994,0.00011,0.34400,1.66553,0.00525,0.00006,0.00391,25.74723, 
28,15,10,1024,0.04194,0.02975,0.00011,0.34479,1.66233,0.00526,0.00013,0.00392,25.69713, 
29,15,10,1024,0.04229,0.02967,0.00011,0.34494,1.66156,0.00525,0.00006,0.00391,25.68890, 
30,15,10,1024,0.04204,0.02969,0.00011,0.34498,1.66952,0.00525,0.00008,0.00391,25.80595, 
1,15,10,2048,0.05350,0.03002,0.00011,0.34495,1.69877,0.00539,0.00007,0.00391,26.26233, 
2,15,10,2048,0.05585,0.02992,0.00011,0.34390,1.70573,0.00539,0.00006,0.00391,26.37061, 
3,15,10,2048,0.05372,0.02965,0.00011,0.34392,1.70146,0.00539,0.00006,0.00391,26.32798, 
4,15,10,2048,0.05348,0.03011,0.00011,0.34393,1.70276,0.00539,0.00007,0.00391,26.32077, 
5,15,10,2048,0.05385,0.02982,0.00011,0.34394,1.69801,0.00540,0.00011,0.00391,26.25484, 
6,15,10,2048,0.05275,0.02966,0.00011,0.34394,1.69821,0.00539,0.00007,0.00391,26.25022, 
7,15,10,2048,0.05434,0.03020,0.00012,0.34393,1.70096,0.00539,0.00007,0.00391,26.33062, 
8,15,10,2048,0.05394,0.03231,0.00011,0.34389,1.69972,0.00539,0.00007,0.00391,26.28125, 
9,15,10,2048,0.05399,0.02984,0.00011,0.34382,1.70204,0.00539,0.00008,0.00391,26.30917, 
10,15,10,2048,0.05369,0.02994,0.00011,0.34384,1.70181,0.00539,0.00007,0.00391,26.30742, 
11,15,10,2048,0.05573,0.03034,0.00011,0.34382,1.69794,0.00539,0.00007,0.00391,26.35659, 
12,15,10,2048,0.05395,0.03012,0.00011,0.34391,1.69975,0.00540,0.00011,0.00391,26.28421, 
13,15,10,2048,0.05392,0.03005,0.00011,0.34393,1.69859,0.00539,0.00007,0.00391,26.26015, 
14,15,10,2048,0.05388,0.02978,0.00011,0.34392,1.70518,0.00539,0.00007,0.00391,26.36084, 
15,15,10,2048,0.08505,0.03042,0.00011,0.34368,1.70304,0.00539,0.00007,0.00391,26.42022, 
16,15,10,2048,0.05555,0.03089,0.00011,0.34386,1.69580,0.00539,0.00007,0.00391,26.21409, 
17,15,10,2048,0.05397,0.02981,0.00011,0.34465,1.70399,0.00539,0.00007,0.00391,26.33650, 
18,15,10,2048,0.05657,0.03792,0.00012,0.34488,1.69945,0.00540,0.00011,0.00392,26.28818, 
19,15,10,2048,0.05407,0.03004,0.00011,0.34387,1.69797,0.00539,0.00008,0.00391,26.32178, 
20,15,10,2048,0.05386,0.02982,0.00011,0.34389,1.70590,0.00539,0.00007,0.00391,26.36428, 
21,15,10,2048,0.05399,0.02972,0.00011,0.34391,1.70272,0.00539,0.00007,0.00391,26.32082, 
22,15,10,2048,0.05660,0.03586,0.00012,0.34384,1.69873,0.00539,0.00011,0.00391,26.27079, 
23,15,10,2048,0.05541,0.03036,0.00011,0.34394,1.70618,0.00539,0.00007,0.00391,26.40787, 
24,15,10,2048,0.05394,0.02974,0.00011,0.34385,1.70235,0.00539,0.00007,0.00391,26.31807, 
25,15,10,2048,0.05386,0.02992,0.00011,0.34390,1.70395,0.00540,0.00011,0.00391,26.34346, 
26,15,10,2048,0.05724,0.03127,0.00011,0.34376,1.70139,0.00539,0.00008,0.00391,26.33069, 
27,15,10,2048,0.05399,0.02987,0.00011,0.34388,1.69956,0.00539,0.00008,0.00391,26.26800, 
28,15,10,2048,0.05388,0.02979,0.00011,0.34391,1.70374,0.00539,0.00007,0.00391,26.33169, 
29,15,10,2048,0.05397,0.02981,0.00011,0.34393,1.70681,0.00539,0.00007,0.00391,26.38309, 
30,15,10,2048,0.08034,0.03072,0.00011,0.34372,1.70513,0.00539,0.00007,0.00391,26.42520, 
1,15,10,4096,0.07778,0.02978,0.00011,0.34390,2.86597,0.00547,0.00012,0.00394,43.80409, 
2,15,10,4096,0.07752,0.03004,0.00011,0.34722,2.86740,0.00547,0.00008,0.00394,43.82912, 
3,15,10,4096,0.07789,0.03009,0.00011,0.34731,2.87345,0.00548,0.00008,0.00395,43.94423, 
4,15,10,4096,0.07779,0.03000,0.00011,0.34988,2.87868,0.00551,0.00008,0.00398,43.99521, 
5,15,10,4096,0.07764,0.02990,0.00011,0.34987,2.87772,0.00551,0.00008,0.00398,43.98695, 
6,15,10,4096,0.07799,0.02979,0.00011,0.34987,2.87739,0.00551,0.00008,0.00398,43.97756, 
7,15,10,4096,0.07807,0.02987,0.00011,0.34993,2.87825,0.00551,0.00009,0.00398,43.99003, 
8,15,10,4096,0.07798,0.03001,0.00011,0.34983,2.87711,0.00551,0.00009,0.00398,43.97821, 
9,15,10,4096,0.07803,0.02964,0.00011,0.34982,2.87728,0.00553,0.00018,0.00398,43.98080, 
10,15,10,4096,0.10045,0.02970,0.00011,0.34975,2.87440,0.00551,0.00008,0.00398,43.96054, 
11,15,10,4096,0.08094,0.03096,0.00011,0.34980,2.88180,0.00551,0.00008,0.00398,44.08620, 
12,15,10,4096,0.07958,0.03060,0.00011,0.34987,2.87498,0.00553,0.00013,0.00398,44.01746, 
13,15,10,4096,0.07806,0.03016,0.00011,0.34992,2.87562,0.00551,0.00008,0.00398,43.95502, 
14,15,10,4096,0.07838,0.02986,0.00011,0.34992,2.87301,0.00552,0.00013,0.00398,43.92014, 
15,15,10,4096,0.07733,0.02990,0.00011,0.34990,2.87706,0.00551,0.00007,0.00397,43.97548, 
16,15,10,4096,0.07815,0.03034,0.00011,0.34987,2.87318,0.00553,0.00013,0.00398,43.94679, 
17,15,10,4096,0.07815,0.02999,0.00011,0.34989,2.87992,0.00551,0.00008,0.00398,44.01666, 
18,15,10,4096,0.07831,0.02985,0.00011,0.34978,2.87781,0.00551,0.00009,0.00398,43.98787, 
19,15,10,4096,0.07786,0.03054,0.00011,0.34990,2.87663,0.00552,0.00012,0.00398,43.96883, 
20,15,10,4096,0.07798,0.03034,0.00011,0.34982,2.87634,0.00551,0.00009,0.00398,43.96708, 
21,15,10,4096,0.07845,0.02976,0.00011,0.34977,2.87935,0.00551,0.00008,0.00398,44.01270, 
22,15,10,4096,0.08188,0.03091,0.00011,0.34975,2.87595,0.00551,0.00007,0.00398,43.99267, 
23,15,10,4096,0.10891,0.03250,0.00011,0.34957,2.87740,0.00551,0.00008,0.00398,44.02199, 
24,15,10,4096,0.07822,0.02995,0.00011,0.34985,2.87827,0.00551,0.00008,0.00398,44.03932, 
25,15,10,4096,0.07777,0.02990,0.00011,0.34982,2.87687,0.00551,0.00008,0.00398,43.99375, 
26,15,10,4096,0.07410,0.02969,0.00012,0.34989,2.87674,0.00552,0.00009,0.00398,43.96134, 
27,15,10,4096,0.07836,0.03049,0.00011,0.34985,2.87908,0.00552,0.00011,0.00398,44.00433, 
28,15,10,4096,0.07743,0.02974,0.00011,0.34988,2.87733,0.00552,0.00011,0.00398,43.97916, 
29,15,10,4096,0.07816,0.02997,0.00011,0.34995,2.87415,0.00551,0.00008,0.00398,43.92796, 
30,15,10,4096,0.07797,0.02973,0.00011,0.34997,2.87333,0.00551,0.00008,0.00398,43.92347, 
1,15,10,8192,0.12550,0.02995,0.00012,0.34961,6.22359,0.00556,0.00009,0.00398,94.23233, 
2,15,10,8192,0.15502,0.03108,0.00012,0.34942,6.21300,0.00556,0.00011,0.00398,94.10541, 
3,15,10,8192,0.12562,0.03013,0.00012,0.34969,6.21220,0.00557,0.00010,0.00398,94.16730, 
4,15,10,8192,0.12601,0.02977,0.00012,0.34984,6.21601,0.00556,0.00009,0.00398,94.11254, 
5,15,10,8192,0.12593,0.03000,0.00011,0.35105,6.22412,0.00556,0.00010,0.00398,94.24222, 
6,15,10,8192,0.12554,0.03003,0.00011,0.35109,6.23378,0.00556,0.00008,0.00398,94.38782, 
7,15,10,8192,0.15145,0.03507,0.00013,0.35008,6.21227,0.00558,0.00015,0.00398,94.09633, 
8,15,10,8192,0.17735,0.03073,0.00011,0.34940,6.21761,0.00557,0.00010,0.00398,94.26566, 
9,15,10,8192,0.12559,0.03014,0.00011,0.34969,6.21663,0.00556,0.00009,0.00398,94.12244, 
10,15,10,8192,0.12547,0.03006,0.00011,0.34967,6.21038,0.00556,0.00008,0.00398,94.03088, 
11,15,10,8192,0.12585,0.03009,0.00011,0.34962,6.21635,0.00557,0.00013,0.00398,94.12421, 
12,15,10,8192,0.12545,0.02994,0.00012,0.35014,6.21078,0.00556,0.00022,0.00398,94.04668, 
13,15,10,8192,0.12621,0.02985,0.00012,0.34967,6.21381,0.00556,0.00008,0.00398,94.08417, 
14,15,10,8192,0.12730,0.03193,0.00011,0.34955,6.21627,0.00556,0.00008,0.00398,94.17564, 
15,15,10,8192,0.12577,0.02997,0.00012,0.34967,6.21474,0.00557,0.00013,0.00398,94.19889, 
16,15,10,8192,0.12601,0.03031,0.00012,0.34957,6.21384,0.00556,0.00009,0.00398,94.08643, 
17,15,10,8192,0.12578,0.03068,0.00011,0.35064,6.21610,0.00555,0.00008,0.00398,94.11753, 
18,15,10,8192,0.12580,0.02980,0.00012,0.34972,6.21770,0.00556,0.00009,0.00398,94.14443, 
19,15,10,8192,0.12631,0.02998,0.00011,0.34963,6.21245,0.00556,0.00009,0.00398,94.06470, 
20,15,10,8192,0.12289,0.02989,0.00011,0.34973,6.21244,0.00556,0.00009,0.00398,94.06507, 
21,15,10,8192,0.18649,0.03037,0.00012,0.35041,6.20532,0.00557,0.00015,0.00400,94.09414, 
22,15,10,8192,0.12582,0.02977,0.00012,0.34961,6.21287,0.00556,0.00007,0.00398,94.16470, 
23,15,10,8192,0.12585,0.03043,0.00011,0.35103,6.21374,0.00556,0.00009,0.00398,94.08670, 
24,15,10,8192,0.12597,0.02983,0.00011,0.34974,6.21903,0.00555,0.00009,0.00398,94.16673, 
25,15,10,8192,0.12556,0.03006,0.00011,0.35016,6.21000,0.00556,0.00008,0.00398,94.02390, 
26,15,10,8192,0.12582,0.02994,0.00011,0.34971,6.21948,0.00556,0.00009,0.00398,94.16737, 
27,15,10,8192,0.15030,0.03086,0.00011,0.34942,6.21602,0.00555,0.00009,0.00398,94.14760, 
28,15,10,8192,0.15756,0.03019,0.00013,0.34945,6.21546,0.00556,0.00008,0.00398,94.20557, 
29,15,10,8192,0.12587,0.02992,0.00011,0.34979,6.21451,0.00556,0.00009,0.00398,94.09936, 
30,15,10,8192,0.12590,0.03016,0.00012,0.35023,6.22375,0.00556,0.00008,0.00398,94.23625, 
1,15,11,1024,0.19036,0.22702,0.00041,0.83547,16.95572,0.01315,0.00006,0.00960,256.28444, 
2,15,11,1024,0.18159,0.21242,0.00040,0.82184,16.82731,0.01312,0.00012,0.00956,254.32568, 
3,15,11,1024,0.18963,0.21464,0.00040,0.82197,16.89420,0.01310,0.00010,0.00957,255.34132, 
4,15,11,1024,0.20568,0.21494,0.00040,0.82174,16.83345,0.01310,0.00007,0.00956,254.46387, 
5,15,11,1024,0.19016,0.21400,0.00040,0.82183,16.80753,0.01314,0.00017,0.00957,254.06753, 
6,15,11,1024,0.19036,0.21505,0.00040,0.82226,16.90380,0.01314,0.00016,0.00957,255.48518, 
7,15,11,1024,0.19003,0.21450,0.00040,0.82189,16.88826,0.01313,0.00010,0.00956,255.23993, 
8,15,11,1024,0.19256,0.21644,0.00040,0.82173,16.86054,0.01312,0.00011,0.00957,254.87667, 
9,15,11,1024,0.18987,0.21319,0.00040,0.82167,16.86259,0.01311,0.00011,0.00956,254.85437, 
10,15,11,1024,0.19116,0.21363,0.00040,0.82206,16.85792,0.01310,0.00009,0.00956,254.85270, 
11,15,11,1024,0.19012,0.21392,0.00040,0.82200,16.90459,0.01313,0.00018,0.00957,255.51858, 
12,15,11,1024,0.19001,0.21124,0.00040,0.82172,16.85150,0.01312,0.00009,0.00957,254.69291, 
13,15,11,1024,0.20394,0.30695,0.00042,0.82182,16.88884,0.01314,0.00016,0.00957,255.36112, 
14,15,11,1024,0.19104,0.21448,0.00040,0.82162,16.86549,0.01312,0.00009,0.00956,254.93539, 
15,15,11,1024,0.18980,0.21842,0.00040,0.82166,16.89967,0.01311,0.00009,0.00956,255.45606, 
16,15,11,1024,0.19666,0.21632,0.00040,0.82207,16.92020,0.01311,0.00010,0.00956,255.76851, 
17,15,11,1024,0.22701,0.21521,0.00040,0.82168,16.79464,0.01309,0.00007,0.00956,253.88693, 
18,15,11,1024,0.19028,0.21399,0.00040,0.82199,16.91193,0.01310,0.00010,0.00957,255.67544, 
19,15,11,1024,0.21024,0.21320,0.00040,0.82189,16.90834,0.01311,0.00009,0.00956,255.60692, 
20,15,11,1024,0.19491,0.21972,0.00043,0.82184,16.85179,0.01311,0.00008,0.00957,254.73051, 
21,15,11,1024,0.19058,0.21209,0.00040,0.82168,16.84655,0.01312,0.00011,0.00956,254.61439, 
22,15,11,1024,0.18988,0.21369,0.00040,0.82204,16.89002,0.01312,0.00010,0.00957,255.26827, 
23,15,11,1024,0.18987,0.21481,0.00040,0.82169,16.84448,0.01312,0.00014,0.00956,254.59581, 
24,15,11,1024,0.19599,0.21401,0.00040,0.82170,16.89071,0.01311,0.00011,0.00956,255.28450, 
25,15,11,1024,0.19019,0.21144,0.00041,0.82257,16.84861,0.01312,0.00011,0.00957,254.64644, 
26,15,11,1024,0.20771,0.21530,0.00040,0.82165,16.89471,0.01310,0.00009,0.00956,255.39468, 
27,15,11,1024,0.18981,0.21272,0.00040,0.82178,16.81506,0.01312,0.00008,0.00956,254.15268, 
28,15,11,1024,0.22566,0.21484,0.00041,0.82182,16.83687,0.01314,0.00016,0.00957,254.51539, 
29,15,11,1024,0.19038,0.21208,0.00040,0.82159,16.83918,0.01310,0.00009,0.00956,254.51092, 
30,15,11,1024,0.19040,0.21091,0.00040,0.82171,16.81382,0.01313,0.00009,0.00957,254.12989, 
1,15,11,2048,0.21965,0.21114,0.00040,0.82304,20.40084,0.01320,0.00012,0.00958,307.96723, 
2,15,11,2048,0.23713,0.21286,0.00040,0.82290,20.41906,0.01320,0.00012,0.00956,308.29048, 
3,15,11,2048,0.21787,0.21178,0.00040,0.82294,20.41582,0.01321,0.00010,0.00956,308.24409, 
4,15,11,2048,0.21851,0.21335,0.00040,0.82292,20.39400,0.01319,0.00011,0.00956,307.87959, 
5,15,11,2048,0.21869,0.21336,0.00040,0.82280,20.34911,0.01319,0.00011,0.00957,307.19764, 
6,15,11,2048,0.23186,0.21324,0.00040,0.82295,20.37067,0.01319,0.00012,0.00957,307.58021, 
7,15,11,2048,0.23368,0.21589,0.00041,0.82283,20.43108,0.01318,0.00011,0.00956,308.47542, 
8,15,11,2048,0.21840,0.21152,0.00040,0.82290,20.43075,0.01320,0.00018,0.00956,308.41296, 
9,15,11,2048,0.21901,0.21141,0.00040,0.82275,20.35488,0.01319,0.00012,0.00956,307.30215, 
10,15,11,2048,0.21877,0.21395,0.00040,0.82272,20.35392,0.01321,0.00013,0.00957,307.27233, 
11,15,11,2048,0.23719,0.22170,0.00040,0.82292,20.34778,0.01320,0.00009,0.00956,307.21495, 
12,15,11,2048,0.22364,0.21669,0.00040,0.82286,20.35585,0.01319,0.00011,0.00956,307.29862, 
13,15,11,2048,0.21842,0.21101,0.00040,0.82289,20.35330,0.01319,0.00011,0.00956,307.28091, 
14,15,11,2048,0.21879,0.21413,0.00040,0.82288,20.39024,0.01319,0.00012,0.00957,307.81258, 
15,15,11,2048,0.21880,0.21101,0.00040,0.82287,20.36706,0.01322,0.00021,0.00958,307.49822, 
16,15,11,2048,0.22124,0.21141,0.00040,0.82297,20.38985,0.01320,0.00010,0.00956,307.90030, 
17,15,11,2048,0.21884,0.21179,0.00040,0.82290,20.37431,0.01319,0.00011,0.00957,307.61343, 
18,15,11,2048,0.21978,0.21357,0.00040,0.82289,20.42051,0.01321,0.00012,0.00957,308.36635, 
19,15,11,2048,0.21876,0.21239,0.00040,0.82291,20.36286,0.01319,0.00010,0.00958,307.39705, 
20,15,11,2048,0.21931,0.21193,0.00040,0.82290,20.40963,0.01320,0.00014,0.00957,308.17574, 
21,15,11,2048,0.21896,0.21220,0.00040,0.82281,20.41264,0.01322,0.00022,0.00957,308.18139, 
22,15,11,2048,0.21882,0.21262,0.00040,0.82280,20.35823,0.01320,0.00007,0.00956,307.36124, 
23,15,11,2048,0.21921,0.19715,0.00043,0.82277,20.43722,0.01320,0.00015,0.00957,308.50198, 
24,15,11,2048,0.22010,0.21292,0.00040,0.82289,20.36686,0.01319,0.00012,0.00957,307.48483, 
25,15,11,2048,0.21874,0.21377,0.00040,0.82288,20.39113,0.01321,0.00013,0.00957,307.82046, 
26,15,11,2048,0.21895,0.21286,0.00040,0.82280,20.36690,0.01320,0.00012,0.00957,307.48215, 
27,15,11,2048,0.21841,0.21261,0.00040,0.82291,20.35579,0.01319,0.00007,0.00956,307.28717, 
28,15,11,2048,0.22799,0.21352,0.00040,0.82286,20.42358,0.01322,0.00018,0.00958,308.36587, 
29,15,11,2048,0.21874,0.21208,0.00040,0.82296,20.38917,0.01321,0.00014,0.00957,307.79930, 
30,15,11,2048,0.21787,0.21250,0.00040,0.82296,20.34665,0.01319,0.00007,0.00957,307.15778, 
1,15,11,4096,0.28584,0.21494,0.00040,0.82252,31.23205,0.01341,0.00016,0.00970,470.56694, 
2,15,11,4096,0.28152,0.21336,0.00041,0.83632,31.26832,0.01347,0.00014,0.00973,471.07850, 
3,15,11,4096,0.30448,0.22654,0.00041,0.83619,31.33237,0.01347,0.00019,0.00973,472.08349, 
4,15,11,4096,0.27500,0.21253,0.00041,0.83627,31.26704,0.01345,0.00015,0.00973,471.05547, 
5,15,11,4096,0.27642,0.22150,0.00041,0.83620,31.26549,0.01346,0.00014,0.00974,471.06584, 
6,15,11,4096,0.27457,0.21226,0.00041,0.83633,31.29360,0.01347,0.00025,0.00974,471.47993, 
7,15,11,4096,0.27500,0.21193,0.00041,0.83627,31.27349,0.01344,0.00014,0.00973,471.14640, 
8,15,11,4096,0.30359,0.21222,0.00041,0.83608,31.30113,0.01346,0.00021,0.00974,471.62308, 
9,15,11,4096,0.28440,0.30001,0.00042,0.83640,31.31026,0.01346,0.00012,0.00972,471.80061, 
10,15,11,4096,0.28207,0.30253,0.00042,0.83628,31.31708,0.01348,0.00020,0.00974,471.90608, 
11,15,11,4096,0.29235,0.21207,0.00041,0.83624,31.36607,0.01344,0.00007,0.00972,472.57909, 
12,15,11,4096,0.27511,0.21405,0.00041,0.83624,31.30049,0.01347,0.00020,0.00973,471.58145, 
13,15,11,4096,0.27482,0.21174,0.00041,0.83638,31.29713,0.01346,0.00023,0.00974,471.54333, 
14,15,11,4096,0.30567,0.21270,0.00041,0.83624,31.29428,0.01344,0.00013,0.00973,471.51989, 
15,15,11,4096,0.27917,0.22515,0.00041,0.83626,31.32874,0.01345,0.00018,0.00973,471.99659, 
16,15,11,4096,0.28277,0.21430,0.00041,0.83621,31.31053,0.01345,0.00009,0.00972,471.74762, 
17,15,11,4096,0.30772,0.21290,0.00041,0.83621,31.32229,0.01347,0.00021,0.00973,471.95372, 
18,15,11,4096,0.31107,0.21173,0.00041,0.83618,31.31622,0.01344,0.00008,0.00972,471.83053, 
19,15,11,4096,0.30818,0.21143,0.00042,0.83619,31.31725,0.01347,0.00020,0.00973,471.85595, 
20,15,11,4096,0.27615,0.21592,0.00041,0.83630,31.31149,0.01345,0.00015,0.00973,471.75740, 
21,15,11,4096,0.29153,0.21153,0.00052,0.90536,31.21486,0.01334,0.00012,0.00965,470.42527, 
22,15,11,4096,0.27583,0.21365,0.00040,0.82945,31.27125,0.01341,0.00013,0.00970,471.10977, 
23,15,11,4096,0.28152,0.21227,0.00041,0.83618,31.31354,0.01345,0.00015,0.00974,471.79255, 
24,15,11,4096,0.30252,0.22669,0.00041,0.83610,31.31654,0.01348,0.00023,0.00973,471.88698, 
25,15,11,4096,0.28019,0.21483,0.00041,0.83626,31.29445,0.01344,0.00011,0.00974,471.54644, 
26,15,11,4096,0.30197,0.22069,0.00041,0.83624,31.27877,0.01344,0.00017,0.00973,471.29959, 
27,15,11,4096,0.27516,0.21199,0.00041,0.83632,31.28582,0.01346,0.00021,0.00974,471.34632, 
28,15,11,4096,0.27497,0.21238,0.00041,0.83613,31.30331,0.01347,0.00022,0.00973,471.62065, 
29,15,11,4096,0.27560,0.21435,0.00041,0.83629,31.27798,0.01346,0.00015,0.00972,471.21817, 
30,15,11,4096,0.27708,0.21328,0.00041,0.83636,31.31569,0.01344,0.00013,0.00974,471.82045, 
1,15,11,8192,0.38662,0.21174,0.00041,0.83608,65.14703,0.01360,0.00017,0.00974,979.42601, 
2,15,11,8192,0.39455,0.21464,0.00042,0.83592,65.13367,0.01361,0.00022,0.00973,979.22706, 
3,15,11,8192,0.38622,0.21123,0.00041,0.83629,65.18629,0.01359,0.00011,0.00973,979.97739, 
4,15,11,8192,0.38673,0.20974,0.00041,0.83641,65.09368,0.01358,0.00009,0.00973,978.60833, 
5,15,11,8192,0.38594,0.21168,0.00041,0.83611,65.20954,0.01360,0.00022,0.00974,980.41715, 
6,15,11,8192,0.38650,0.21178,0.00041,0.83638,65.13281,0.01359,0.00014,0.00972,979.17019, 
7,15,11,8192,0.38615,0.21498,0.00041,0.83621,65.14299,0.01358,0.00012,0.00972,979.36181, 
8,15,11,8192,0.38129,0.21048,0.00041,0.83638,65.18488,0.01359,0.00018,0.00974,979.95008, 
9,15,11,8192,0.40027,0.22090,0.00043,0.83626,65.17336,0.01358,0.00010,0.00973,979.83185, 
10,15,11,8192,0.38628,0.21221,0.00051,0.88575,65.19919,0.01359,0.00015,0.00973,980.22496, 
11,15,11,8192,0.39732,0.21696,0.00041,0.83629,65.16765,0.01360,0.00018,0.00973,979.74222, 
12,15,11,8192,0.38902,0.21586,0.00046,0.83613,65.11515,0.01359,0.00014,0.00973,978.91300, 
13,15,11,8192,0.38735,0.21290,0.00041,0.83635,65.16326,0.01360,0.00020,0.00973,979.63438, 
14,15,11,8192,0.38638,0.21381,0.00041,0.83635,65.19643,0.01358,0.00010,0.00973,980.12451, 
15,15,11,8192,0.38715,0.21222,0.00041,0.83607,65.18390,0.01358,0.00010,0.00973,979.93523, 
16,15,11,8192,0.38621,0.21119,0.00041,0.83627,65.12115,0.01359,0.00014,0.00974,979.02347, 
17,15,11,8192,0.38600,0.21697,0.00041,0.83600,65.07024,0.01360,0.00021,0.00973,978.23419, 
18,15,11,8192,0.38589,0.21289,0.00041,0.83635,65.07425,0.01360,0.00020,0.00974,978.29902, 
19,15,11,8192,0.38693,0.21234,0.00041,0.83606,65.17105,0.01360,0.00016,0.00974,979.74377, 
20,15,11,8192,0.38614,0.21153,0.00041,0.83631,65.24756,0.01359,0.00010,0.00973,980.90906, 
21,15,11,8192,0.38673,0.21371,0.00041,0.83589,65.15693,0.01361,0.00016,0.00973,979.53990, 
22,15,11,8192,0.38558,0.21212,0.00041,0.83615,65.11711,0.01359,0.00014,0.00973,978.97105, 
23,15,11,8192,0.38653,0.21044,0.00041,0.83628,65.14228,0.01358,0.00013,0.00973,979.33916, 
23,15,11,16384,0.38653,0.21044,0.00041,0.83628,65.14228,0.01358,0.00013,0.00973,979.33916, 
